Date,Close,High,Low,Open,Volume,Daily Return,MACD,RSI,CCI,ADX
2010-03-02,241.00851440429688,243.16778461088,232.5375042463977,232.5375042463977,6950115,0.03884018889517371,-8.195773607440401,45.791092591581005,-22.639458282618136,46.13493245840966
2010-03-03,242.4619140625,244.9118469263426,241.09158832188723,243.33392930785004,5656398,0.00603049092184782,-7.163718494947091,47.13877906301274,-0.7066999578222258,43.79335047984311
2010-03-04,243.8321990966797,244.91183428554532,240.842420643496,240.84242064349596,3663476,0.005651547540891144,-6.1641800024328575,48.4402648704302,4.753021615733669,41.65709722322146
2010-03-05,247.86004638671875,252.2616570822873,243.33388621075335,244.16436606062453,9062775,0.01651893107211011,-4.989508978010491,52.16817921662744,31.01447887833454,39.01953244059586
2010-03-08,243.0847625732422,251.4727170073143,241.67292977231355,247.61092333695626,6942247,-0.0192660490590969,-4.393256496953995,47.75933834208269,21.24921164644364,36.28413786959351
2010-03-09,241.9220428466797,244.288932810756,238.3924473988068,242.5033674672244,4200362,-0.004783186384264448,-3.9687940868838893,46.72391370604543,2.6797074917432346,34.18214226377942
2010-03-10,239.1814422607422,244.57961778811108,235.8594664582412,242.503389941887,5975112,-0.011328445120953212,-3.8096330535204572,44.286725053410066,-2.7883739821613247,32.62211388756767
2010-03-11,244.1228790283203,245.45166954760396,239.4721403321879,239.92891558836172,4471626,0.02065978330455609,-3.2473309285027767,49.41063343081998,20.549957363345406,31.002044158103676
2010-03-12,248.3998870849609,249.43801511549464,243.33390890973732,243.33390890973735,4487902,0.017519898477620366,-2.428588382406417,53.40504722346687,47.052284475690925,28.824995363777315
2010-03-15,248.73204040527344,250.22694337829137,240.84237001448415,240.84237001448417,3477760,0.0013371717846188957,-1.7329506425919874,53.71072048109565,47.08588338154447,27.161004393714798
2010-03-16,244.82876586914065,248.31682629944385,242.960158049856,247.90158636657065,3042667,-0.01569268892649678,-1.4795589217725649,49.593374054862394,41.74913326802254,25.615869921513887
2010-03-17,247.52784729003903,250.39304774852351,245.5346619170625,245.82535235980157,3695915,0.011024363952155225,-1.0488602360244386,52.315482331488035,55.67317176426995,23.805726117205342
2010-03-18,249.23040771484372,252.0540733559712,246.7389115643348,249.10583009518243,4981590,0.0068782581169937185,-0.5636486365390567,54.00288822747235,64.81285228739297,22.447091996491515
2010-03-19,259.0301208496094,259.8190934671103,249.1472658166734,249.1472658166734,8505632,0.03931989368639943,0.6046697457346397,62.277351881810304,107.18033429542591,22.447011950640245
2010-03-22,262.7259216308594,265.5911230172443,254.96082570675048,255.37606576359147,7411728,0.01426784178275442,1.807949797066044,64.8457756685298,135.91034673286913,23.16313685936763
2010-03-23,255.5005798339844,266.58764969698217,253.7565495320922,263.4317866802895,6234799,-0.027501442385372554,2.1537066193320697,56.71557316309606,111.39928998585034,23.560992690794123
2010-03-25,261.1064147949219,262.4352052004098,251.63882533785736,257.45224117983014,11381437,0.021940595847492528,2.8472441650644953,60.819984442017024,102.77897096941213,23.463797164429337
2010-03-26,257.5767822265625,262.35212558348456,253.29974926163072,261.48011051885544,7975896,-0.013517984884176881,3.076600679315476,57.14566933088502,90.56765697986515,23.37354417566204
2010-03-29,259.279296875,261.5216092025745,257.6183091575264,258.28270424451586,3102927,0.006609736458855098,3.3570481119593865,58.44959081710685,95.38994506194148,23.289737828949548
2010-03-30,258.1581726074219,262.43520619579925,257.24462216984443,258.6979901965291,3700172,-0.004324002267402927,3.44908051092537,57.21502458573303,83.8026821496173,23.359824090167848
2010-03-31,259.57000732421875,265.5080289700435,254.9607760988324,256.37260889020865,7532934,0.0054688747698250495,3.5945048976554403,58.406468227792665,78.68570923804957,23.900532330872064
2010-04-01,250.8083038330078,262.8504310857107,249.6040911077375,259.6115257369243,14419348,-0.033754683684494524,2.968539054368364,49.24199982941484,26.97760633647885,23.077565058510473
2010-04-05,262.4766540527344,264.22068404240866,251.22350147141915,254.9607166268216,10741491,0.046522982060017926,3.3750890345134223,58.566114063061626,57.87506504282061,22.5484873586646
2010-04-06,262.808837890625,264.76048771823207,258.9470734697068,263.6808528400388,4129617,0.0012655747959355867,3.681647541245013,58.79815970862066,73.1593148408375,22.151691501277654
2010-04-07,266.08941650390625,270.5740711709027,260.5251263957728,263.2657502545686,5770421,0.012482756058023181,4.14157118898882,61.11429723643784,88.51342036419106,22.695918923812762
2010-04-08,259.86065673828125,267.00289083166973,257.4522312515514,264.9266629335011,6877157,-0.023408521268765137,3.95783171587226,54.81381783114856,48.13034677109828,22.454492448505945
2010-04-09,255.70819091796875,262.8504247313757,254.9607534033453,259.1132090369028,6484250,-0.01597958641540209,3.4375219582104535,51.036359917472566,16.147656721448993,21.67018678914797
2010-04-12,255.9573516845703,259.0301722946498,253.7150390920389,253.71503909203892,5891860,0.0009743949370846217,3.0105738963159467,51.25343594584702,0.2668155925426868,20.669756371292372
2010-04-13,254.96078491210935,259.113241058839,254.2548825526993,254.96078491210938,3395835,-0.0038934875904212962,2.5622636905177387,50.29302444653637,-4.0180577526575805,19.756933988789026
2010-04-15,252.6354217529297,258.24124643469315,251.51427931366615,255.7913134230388,4931669,-0.009120473801417228,1.9963248591398894,48.03135926746083,-22.247352859432308,18.398895280862853
2010-04-16,253.13365173339844,254.6700618286833,250.55911378824564,252.0540167672014,4153955,0.0019721303410731306,1.5699201907286806,48.56506577714378,-35.96176216190757,17.344612667355506
2010-04-19,254.0472412109375,285.439786795046,247.69397990328977,285.439786795046,4812139,0.003609119021841023,1.290830563364267,49.58743058173254,34.208303684328975,19.56871993896646
2010-04-20,252.88449096679688,256.62170614964674,251.2235033164912,256.62170614964674,3760929,-0.004576905612508453,0.9647052738639843,48.27230928466715,-39.255491411789805,21.633962405462345
2010-04-21,253.8811187744141,255.95734659496472,252.0540461663091,254.13027398685975,5619463,0.0039410396573036355,0.7777032878390457,49.508383993701706,-37.705508528896885,23.55168755292281
2010-04-22,251.72190856933597,253.2998263409744,250.3931179481483,253.2998263409744,4209007,-0.008504808138161235,0.4500843560715282,46.893907968461704,-57.45360643468293,24.984626595092553
2010-04-23,247.6524353027344,253.2167236118764,246.8634625442588,251.9710037924099,15927170,-0.016166543825010926,-0.13635665568119748,42.35417697556845,-81.51934395376642,25.599081158905765
