Date,Close,High,Low,Open,Volume,Daily Return,MACD,RSI,CCI,ADX
2010-03-02,221.73985290527344,223.73278441199065,213.5583446145396,213.5583446145396,6109472,0.04887114908067147,-4.509880233948309,55.19007248267561,49.02718229271945,41.79252401250184
2010-03-03,225.8096923828125,226.911049553122,219.58964152790205,222.78882187975347,3781732,0.018354118234567895,-2.9653612058908436,58.029774194451356,72.83914522655591,39.894316347764615
2010-03-04,226.0404510498047,227.52990040840135,221.7608865765038,225.306212925745,2624304,0.0010219165730096513,-1.7030665614032614,58.19155534435553,77.75137462329377,38.20841177740184
2010-03-05,225.86212158203125,228.620763987331,224.04749953996165,225.935540266422,2153996,-0.000788927233799197,-0.7089068224230743,58.00547291837446,82.10601461887774,36.78334042117184
2010-03-08,235.39669799804688,237.47354775107664,227.61378030911496,227.61378030911496,7297960,0.042214145290195404,0.8386649586529416,64.53533780930854,116.85885229144706,36.45432855891203
2010-03-09,236.97006225585935,239.2566942670286,232.6695254452727,235.37572202332845,5358980,0.0066838841461809295,2.1671030759750067,65.4889723051188,125.62319175166326,36.32138951492447
2010-03-10,237.59942626953125,239.0784017179177,234.9561744288449,234.9561744288449,3402064,0.002655879851153342,3.2334115156971848,65.8841564834816,122.38702623204784,36.19794611693602
2010-03-11,236.01559448242188,237.87216277575743,233.34087007101877,233.34087007101874,5573876,-0.006665974796221441,3.9056448057876025,63.90107015981473,106.5066072447443,35.736505378236366
2010-03-12,239.330078125,242.28800276957023,236.00503453781536,236.00503453781536,4017164,0.014043494243872967,4.6522177902431565,66.19427273758208,116.70714716028859,35.78986627768736
2010-03-15,231.80941772460935,239.15179747154272,230.99126171688488,239.15179747154272,2656692,-0.03142379954625962,4.584184195808348,57.29969764719538,80.37027452866977,34.81519784207793
2010-03-16,237.94558715820312,239.15183545104836,229.50184910828676,231.5996722262784,2447432,0.026470751248267144,4.968135104320652,61.80883760786445,81.19091714241597,33.62644547610475
2010-03-17,235.6484832763672,241.03987849641285,224.73980296147292,236.0051029664617,2328192,-0.009653904110054623,5.029089664811238,59.28492107940021,64.21751873548413,31.672681356786608
2010-03-18,228.2536163330078,235.69038779634627,225.7781752254719,235.69038779634627,5245816,-0.03138092314681573,4.429630608006676,51.93297926944797,37.56829548800907,29.858471817419762
2010-03-19,225.19078063964844,230.550728194451,224.13139547919135,225.53692652700127,4432196,-0.013418563712440323,3.665160059666647,49.21092153914446,15.639808910170352,27.879198785718444
2010-03-22,219.96722412109372,224.2572615854157,218.80292220167317,223.4181324494553,3922832,-0.023196138419687262,2.607753724761494,44.88950443308567,-18.826068079071028,26.603654370459008
2010-03-23,220.05108642578125,222.1594083345533,216.28550518689752,221.32027931345962,3139500,0.0003812490930075185,1.756273347363475,44.97305036473817,-29.85272079884928,25.786548533534436
2010-03-25,221.7188873291016,224.0474654154335,217.8169422103579,220.1874665076125,6435736,0.007579153233959968,1.2021885271898611,46.70347225534258,-24.814744041819022,24.664830587905126
2010-03-26,226.75369262695312,228.43195102277372,222.36923744623357,224.04749584205416,3605436,0.022708057750525645,1.156013224293389,51.64685717277545,-5.435852832362838,22.96434001432544
2010-03-29,232.2709197998047,237.05396581347543,216.075738750336,229.16615755937246,3289808,0.02433136637791522,1.5467827389547608,56.41733780351738,2.0936867102214647,22.616623444914612
2010-03-30,230.6136779785156,239.1518068026685,228.66269246921811,234.11703192261234,2499226,-0.007134951817117208,1.703112410122742,54.67249609886168,21.210372944028826,22.548668874807532
2010-03-31,227.1312561035156,234.53658056314023,223.73279353362173,233.65550526226036,4349328,-0.015100673583309465,1.528384197674626,51.09636346604611,-7.851048340759462,21.62240232202415
2010-04-01,224.1523895263672,233.23597343973407,221.7608661636428,231.5996612420303,5670058,-0.013115176784787352,1.13644100857465,48.19248529673432,-22.594539177877458,20.441149516890334
